asin,product_name,category,category_encoded,marketplace_region,region_encoded,price,cost,sourcing_cost,monthly_sales,monthly_revenue,monthly_profit,margin_pct,rating,num_reviews,competition,listing_score,fulfillment_type,is_winner,is_profitable,product_url,image_url
B0123P3PWE,Rico IRPRO 1500 Watt Japanese Technology Electric Water Heater Immersion Rod Shockproof...,Home & Kitchen,1,US,1,12.04,4.37,4.37,193,2323.72,-306.87,-13.2,4.1,9275,3,8,Amazon FBA,0,0,https://www.amazon.in/Rico-1500-W-immersion-water-heater/dp/B0123P3PWE/ref=sr_1_272?qid=1672923606&s=kitchen&sr=1-272,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51mvimcd7EL._SY445_SX342_QL70_FMwebp_.jpg
B08HDCWDXD,Eureka Forbes Active Clean 700 Watts Powerful Suction & Blower Vacuum Cleaner with Wash...,Home & Kitchen,1,EU,2,35.32,11.9,11.9,40,1412.8,88.8,6.3,4.0,743,5,8,Amazon FBA,0,0,https://www.amazon.in/Eureka-Forbes-Active-Cleaner-washable/dp/B08HDCWDXD/ref=sr_1_273?qid=1672923606&s=kitchen&sr=1-273,https://m.media-amazon.com/images/I/41zqeckaQtS._SY300_SX300_QL70_FMwebp_.jpg
B0836JGZ74,CSI INTERNATIONAL® Instant Water Geyser; Water Heater; Portable Water Heater; Geyser Ma...,Home & Kitchen,1,UK,3,9.99,1.94,1.94,29,289.71,88.16,30.4,3.6,328,2,8,Amazon FBA,0,0,https://www.amazon.in/CSI-INTERNATIONAL%C2%AE-Instant-portable-Plastic/dp/B0836JGZ74/ref=sr_1_274?qid=1672923606&s=kitchen&sr=1-274,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41AQNOLe6GL._SX300_SY300_QL70_FMwebp_.jpg
B0BCKJJN8R,Hindware Atlantic Xceed 5L 3kW Instant Water Heater with Copper Heating Element and Hig...,Home & Kitchen,1,UAE,4,159.25,58.62,58.62,37,5892.25,1718.65,29.2,3.9,942,3,7,Amazon FBA,0,0,https://www.amazon.in/Hindware-Atlantic-Instant-Heating-Stainless/dp/B0BCKJJN8R/ref=sr_1_275?qid=1672923606&s=kitchen&sr=1-275,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31i-KNZeKML._SX300_SY300_QL70_FMwebp_.jpg
B008P7IF02,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),Home & Kitchen,1,IN,0,4799.0,1719.45,1719.45,99,475101.0,115972.56,24.4,3.9,3815,4,7,Amazon FBA,0,0,https://www.amazon.in/Morphy-Richards-Europa-Espresso-Cappuccino/dp/B008P7IF02/ref=sr_1_276?qid=1672923606&s=kitchen&sr=1-276,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31M+TYWPdQL._SY300_SX300_.jpg
B08CNLYKW5,Lifelong Power - Pro 500 Watt 3 Jar Mixer Grinder with 3 Speed Control and 1100 Watt Dr...,Home & Kitchen,1,US,1,20.47,6.64,6.64,137,2804.39,278.11,9.9,3.8,7988,3,8,Amazon FBA,0,0,https://www.amazon.in/Lifelong-PowerPro-Mixer-Grinder-Super/dp/B08CNLYKW5/ref=sr_1_277?qid=1672923606&s=kitchen&sr=1-277,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41q7gsgB+gL._SY300_SX300_.jpg
B08C7TYHPB,iBELL Castor CTEK15L Premium 1.5 Litre Stainless Steel Electric Kettle;1500W Auto Cut-O...,Home & Kitchen,1,EU,2,7.38,1.6,1.6,52,383.76,87.88,22.9,4.1,925,2,8,Amazon FBA,0,0,https://www.amazon.in/CTEK15L-Premium-Stainless-Electric-Cut-Off/dp/B08C7TYHPB/ref=sr_1_278?qid=1672923606&s=kitchen&sr=1-278,https://m.media-amazon.com/images/I/41VG2A4BrbL._SX300_SY300_QL70_FMwebp_.jpg
B08VJFYH6N,BAJAJ PYGMY MINI 110 MM 10 W HIGH SPEED OPERATION; USB CHARGING; MULTI-CLIP FUNCTION PE...,Home & Kitchen,1,UK,3,9.03,2.47,2.47,118,1065.54,207.68,19.5,4.1,4370,3,7,Amazon FBA,1,1,https://www.amazon.in/OPERATION-CHARGING-MULTI-CLIP-FUNCTION-PERSONAL/dp/B08VJFYH6N/ref=sr_1_279?qid=1672923606&s=kitchen&sr=1-279,https://m.media-amazon.com/images/I/51OQUmSwngL._SX300_SY300_QL70_FMwebp_.jpg
B08235JZFB,Crompton InstaGlide 1000-Watts Dry Iron with American Heritage Coating; Pack of 1 Iron,Home & Kitchen,1,UAE,4,37.61,12.86,12.86,157,5904.77,21.98,0.4,4.1,7619,3,7,Amazon FBA,0,0,https://www.amazon.in/Crompton-InstaGlide-Certified-Dry-Iron/dp/B08235JZFB/ref=sr_1_283?qid=1672923606&s=kitchen&sr=1-283,https://m.media-amazon.com/images/I/31TSknJ2JbL._SY300_SX300_QL70_FMwebp_.jpg
B078XFKBZL,Prestige Clean Home Water Purifier Cartridge,Home & Kitchen,1,IN,0,600.0,179.6,179.6,75,45000.0,7212.75,16.0,3.8,2593,3,7,Amazon FBA,0,0,https://www.amazon.in/Prestige-PSWP-2-0-Purifier-Cartridge/dp/B078XFKBZL/ref=sr_1_284_mod_primary_new?qid=1672923606&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-284,https://m.media-amazon.com/images/I/313Cd59228L._SX300_SY300_QL70_FMwebp_.jpg
B01M265AAK,Morphy Richards Aristo 2000 Watts PTC Room Heater (White),Home & Kitchen,1,US,1,44.71,12.69,12.69,30,1341.3,348.0,25.9,4.3,356,3,8,Amazon FBA,0,0,https://www.amazon.in/Morphy-Richards-Aristo-PTC-Heater/dp/B01M265AAK/ref=sr_1_285?qid=1672923606&s=kitchen&sr=1-285,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41nYaR0z9fL._SX300_SY300_QL70_FMwebp_.jpg
B0B694PXQJ,Gadgetronics Digital Kitchen Weighing Scale & Food Weight Machine for Health; Fitness; ...,Home & Kitchen,1,EU,2,8.88,2.26,2.26,15,133.2,32.4,24.3,4.5,63,3,8,Amazon FBA,0,0,https://www.amazon.in/Gadgetronics-Weighing-Warranty-Batteries-Included/dp/B0B694PXQJ/ref=sr_1_286?qid=1672923606&s=kitchen&sr=1-286,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61Vt5Egqf4L._SY445_SX342_QL70_FMwebp_.jpg
B00B3VFJY2,HUL Pureit Germkill kit for Advanced 23 L water purifier - 3000 L Capacity; Sand; Multi...,Home & Kitchen,1,UK,3,9.33,1.91,1.91,130,1212.9,330.2,27.2,4.2,4740,4,8,Amazon FBA,1,1,https://www.amazon.in/HUL-Pureit-Germkill-Advanced-Purifier/dp/B00B3VFJY2/ref=sr_1_287?qid=1672923606&s=kitchen&sr=1-287,https://m.media-amazon.com/images/I/51G5KRUKOgL._SX300_SY300_QL70_FMwebp_.jpg
B08W9BK4MD,Tom & Jerry Folding Laundry Basket for Clothes with Lid & Handle; Toys Organiser; 75 Li...,Home & Kitchen,1,UAE,4,18.0,3.37,3.37,30,540.0,131.1,24.3,3.9,296,3,8,Amazon FBA,0,0,https://www.amazon.in/PrettyKrafts-Folding-Laundry-Clothes-Organiser/dp/B08W9BK4MD/ref=sr_1_288?qid=1672923606&s=kitchen&sr=1-288,https://m.media-amazon.com/images/I/41nfxayjM9L._SX300_SY300_QL70_FMwebp_.jpg
B09X5HD5T1,Ikea Little Loved Corner PRODUKT Milk-frother; Coffee/Tea Frother; Handheld Milk Wand M...,Home & Kitchen,1,IN,0,229.0,41.39,41.39,15,3435.0,1112.4,32.4,3.5,185,3,7,Amazon FBA,0,0,https://www.amazon.in/Ikea-PRODUKT-Milk-frother-Frother-Handheld/dp/B09X5HD5T1/ref=sr_1_289_mod_primary_new?qid=1672923606&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-289,https://m.media-amazon.com/images/I/21OPu5-M3qL._SX300_SY300_QL70_FMwebp_.jpg
B08H6B3G96,Philips EasySpeed Plus Steam Iron GC2147/30-2400W; Quick Heat up with up to 30 g/min st...,Home & Kitchen,1,US,1,40.35,15.21,15.21,75,3026.25,497.25,16.4,4.3,1954,4,9,Amazon FBA,0,0,https://www.amazon.in/EasySpeed-GC2147-30-Resistant-Soleplate/dp/B08H6B3G96/ref=sr_1_290?qid=1672923606&s=kitchen&sr=1-290,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/4145oJH-y0L._SX300_SY300_QL70_FMwebp_.jpg
B09N3BFP4M,Bajaj New Shakti Neo Plus 15 Litre 4 Star Rated Storage Water Heater (Geyser) with Mult...,Home & Kitchen,1,EU,2,61.1,17.5,17.5,41,2505.1,485.44,19.4,3.9,959,3,7,Amazon FBA,0,0,https://www.amazon.in/Bajaj-New-Shakti-Neo-Storage/dp/B09N3BFP4M/ref=sr_1_291?qid=1672923606&s=kitchen&sr=1-291,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31U-ACCgQ1L._SX300_SY300_QL70_FMwebp_.jpg
B09DSQXCM8,House of Quirk Reusable Sticky Picker Cleaner Easy-Tear Sheets Travel Pet Hair Lint Rol...,Home & Kitchen,1,UK,3,4.5,1.07,1.07,40,180.0,11.2,6.2,3.9,1015,3,8,Amazon FBA,0,0,https://www.amazon.in/House-Quirk-Reusable-Easy-Tear-Multicolour/dp/B09DSQXCM8/ref=sr_1_292?qid=1672923606&s=kitchen&sr=1-292,https://m.media-amazon.com/images/I/31t6ATbG1jL._SX300_SY300_QL70_FMwebp_.jpg
B01M69WCZ6,Allin Exporters J66 Ultrasonic Humidifier Cool Mist Air Purifier for Dryness; Cold & Co...,Home & Kitchen,1,UAE,4,99.51,34.47,34.47,127,12637.77,3255.01,25.8,4.0,3973,4,7,Amazon FBA,1,1,https://www.amazon.in/Allin-Exporters-Ultrasonic-Humidifier-Purifier/dp/B01M69WCZ6/ref=sr_1_293?qid=1672923606&s=kitchen&sr=1-293,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/21Kb8kWuKTL._SX300_SY300_QL70_FMwebp_.jpg
B0BM9H2NY9,Multifunctional 2 in 1 Electric Egg Boiling Steamer Egg Frying Pan Egg Boiler Electric ...,Home & Kitchen,1,IN,0,699.0,198.48,198.48,106,74094.0,15294.74,20.6,4.7,2300,5,10,Amazon FBA,1,1,https://www.amazon.in/Multifunctional-Electric-Automatic-Non-Stick-Pan-Tiger/dp/B0BM9H2NY9/ref=sr_1_294?qid=1672923606&s=kitchen&sr=1-294,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51IE+nI0KGL._SY300_SX300_.jpg
B099FDW2ZF,Maharaja Whiteline Nano Carbon Neo; 500 Watts Room Heater (Black; White); Standard (520...,Home & Kitchen,1,US,1,14.88,5.06,5.06,16,238.08,-5.44,-2.3,4.1,203,2,8,Amazon FBA,0,0,https://www.amazon.in/Maharaja-Whiteline-Carbon-Standard-5200100986/dp/B099FDW2ZF/ref=sr_1_292?qid=1672923607&s=kitchen&sr=1-292,https://m.media-amazon.com/images/I/41XrOa1+-PL._SY300_SX300_.jpg
B0B935YNR7,KENT Electric Chopper-B for Kitchen 250 Watt | Chop; Mince; Puree; Whisk; 400 ml Capaci...,Home & Kitchen,1,EU,2,14.99,5.14,5.14,33,494.67,-51.81,-10.5,3.8,441,2,7,Amazon FBA,0,0,https://www.amazon.in/KENT-Chopper-B-Stainless-Transparent-Anti-Skid/dp/B0B935YNR7/ref=sr_1_293?qid=1672923607&s=kitchen&sr=1-293,https://m.media-amazon.com/images/I/41VM+D8AGWL._SY300_SX300_.jpg
B07JGCGNDG,Crompton Amica 15-L 5 Star Rated Storage Water Heater (Geyser) with Free Installation (...,Home & Kitchen,1,UK,3,64.76,18.7,18.7,204,13211.04,2639.76,20.0,4.1,10308,3,9,Amazon FBA,1,1,https://www.amazon.in/Crompton-Greaves-ASWH-2015-15-Litre-Storage/dp/B07JGCGNDG/ref=sr_1_294_mod_primary_new?qid=1672923607&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-294,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31RWtNDo6EL._SX300_SY300_QL70_FMwebp_.jpg
B08L12N5H1,Eureka Forbes car Vac 100 Watts Powerful Suction Vacuum Cleaner with Washable HEPA Filt...,Home & Kitchen,1,UAE,4,92.88,28.59,28.59,15,1393.2,384.3,27.6,0.0,992,3,5,Amazon FBA,0,0,https://www.amazon.in/Eureka-Forbes-Vacuum-Cleaner-Washable/dp/B08L12N5H1/ref=sr_1_295?qid=1672923607&s=kitchen&sr=1-295,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41lZEy8e9DL._SX300_SY300_QL70_FMwebp_.jpg
B07GWTWFS2,KENT 16025 Sandwich Grill 700W | Non-Toxic Ceramic Coating | Automatic Temperature Cut-...,Home & Kitchen,1,IN,0,1699.0,591.97,591.97,101,171599.0,34029.93,19.8,4.1,4716,4,7,Amazon FBA,1,1,https://www.amazon.in/Kent-16025-700-Watt-Sandwich-Grill/dp/B07GWTWFS2/ref=sr_1_296?qid=1672923607&s=kitchen&sr=1-296,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41mtYvY3VdS._SX300_SY300_QL70_FMwebp_.jpg
B09KRHXTLN,Candes Gloster All in One Silent Blower Fan Room Heater Ideal for Small and Medium Area...,Home & Kitchen,1,US,1,12.88,4.75,4.75,23,296.24,-28.06,-9.5,3.9,313,3,8,Amazon FBA,0,0,https://www.amazon.in/Candes-Gloster-Silent-Blower-Heater/dp/B09KRHXTLN/ref=sr_1_297?qid=1672923607&s=kitchen&sr=1-297,https://m.media-amazon.com/images/I/41IJvfYMaZL._SY300_SX300_QL70_FMwebp_.jpg
B09H34V36W,Inalsa Electric Fan Heater Hotty - 2000 Watts Variable Temperature Control Cool/Warm/Ho...,Home & Kitchen,1,EU,2,14.99,4.27,4.27,20,299.8,-10.4,-3.5,3.8,166,3,7,Amazon FBA,0,0,https://www.amazon.in/Inalsa-Electric-Heater-Hotty-Certification/dp/B09H34V36W/ref=sr_1_298_mod_primary_new?qid=1672923607&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-298,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/411uVIJr+QL._SY300_SX300_.jpg
B09J2QCKKM,Havells Zella Flap Auto Immersion Rod 1500 Watts,Home & Kitchen,1,UK,3,14.28,4.61,4.61,31,442.68,-22.63,-5.1,4.1,303,4,8,Amazon FBA,0,0,https://www.amazon.in/Havells-Zella-Immersion-Watts-White/dp/B09J2QCKKM/ref=sr_1_299?qid=1672923607&s=kitchen&sr=1-299,https://m.media-amazon.com/images/I/21TQo2rZRbL._SX300_SY300_QL70_FMwebp_.jpg
B09XRBJ94N,iBELL SM1301 3-in-1 Sandwich Maker with Detachable Plates for Toast / Waffle / Grill ; ...,Home & Kitchen,1,UAE,4,92.57,35.07,35.07,30,2777.1,572.4,20.6,4.3,562,2,8,Amazon FBA,0,0,https://www.amazon.in/SM1301-Sandwich-Detachable-Plates-Waffle/dp/B09XRBJ94N/ref=sr_1_300?qid=1672923607&s=kitchen&sr=1-300,https://m.media-amazon.com/images/I/41iHB-nmy8L._SX300_SY300_QL70_FMwebp_.jpg
B07SLNG3LW,Inalsa Vacuum Cleaner Wet and Dry Micro WD10 with 3in1 Multifunction Wet/Dry/Blowing| 1...,Home & Kitchen,1,IN,0,3859.0,1141.07,1141.07,171,659889.0,179821.89,27.3,3.9,8095,2,8,Amazon FBA,1,1,https://www.amazon.in/Inalsa-Micro-WD10-1000W-Multifunction-Resistant/dp/B07SLNG3LW/ref=sr_1_301?qid=1672923607&s=kitchen&sr=1-301,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/414PLTPvJBL._SX300_SY300_QL70_FMwebp_.jpg
B0BNDGL26T,MR. BRAND Portable USB Juicer Electric USB Juice Maker Mixer Bottle Blender Grinder Mix...,Home & Kitchen,1,US,1,6.01,1.52,1.52,15,90.15,22.05,24.5,2.8,109,3,6,Amazon FBA,0,0,https://www.amazon.in/MR-BRAND-Portable-Electric-Rechargeable/dp/B0BNDGL26T/ref=sr_1_302?qid=1672923607&s=kitchen&sr=1-302,https://m.media-amazon.com/images/I/51pFS9lDzML._SY300_SX300_QL70_FMwebp_.jpg
B095PWLLY6,Crompton Hill Briz Deco 1200mm (48 inch) High Speed Designer Ceiling Fan (Smoked Brown),Home & Kitchen,1,EU,2,20.04,6.74,6.74,181,3627.24,-70.59,-1.9,4.0,15382,2,8,Amazon FBA,0,0,https://www.amazon.in/Crompton-1200mm-Designer-Ceiling-Smoked/dp/B095PWLLY6/ref=sr_1_303?qid=1672923607&s=kitchen&sr=1-303,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31uAkMaOShS._SX300_SY300_QL70_FMwebp_.jpg
B07Y9PY6Y1,Sujata Powermatic Plus; Juicer Mixer Grinder with Chutney Jar; 900 Watts; 3 Jars (White),Home & Kitchen,1,UK,3,62.14,19.07,19.07,151,9383.14,1899.58,20.2,4.5,5137,1,9,Amazon FBA,1,1,https://www.amazon.in/Plastic-Powermatic-Jar-Juicer-Grinder-Chutney/dp/B07Y9PY6Y1/ref=sr_1_307?qid=1672923607&s=kitchen&sr=1-307,https://m.media-amazon.com/images/I/41yPeG8kXxL._SX300_SY300_QL70_FMwebp_.jpg
B0BJ966M5K,Aquadpure Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifie...,Home & Kitchen,1,UAE,4,221.19,73.86,73.86,17,3760.23,1184.9,31.5,4.6,124,1,9,Amazon FBA,0,0,https://www.amazon.in/Aquadpure-Copper-ADJUSTER-Purifier-Technology/dp/B0BJ966M5K/ref=sr_1_308?qid=1672923607&s=kitchen&sr=1-308,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41ZvKRULvDL._SY445_SX342_QL70_FMwebp_.jpg
B086GVRP63,Amazon Basics 650 Watt Drip Coffee Maker with Borosilicate Carafe,Home & Kitchen,1,IN,0,1189.0,432.93,432.93,37,43993.0,6876.45,15.6,4.1,618,2,9,Amazon FBA,0,0,https://www.amazon.in/AmazonBasics-Drip-Coffee-Maker-Black/dp/B086GVRP63/ref=sr_1_309?qid=1672923607&s=kitchen&sr=1-309,https://m.media-amazon.com/images/I/41EuzetRjTL._SX300_SY300_QL70_FMwebp_.jpg
B08MVXPTDG,Crompton Insta Delight Fan Circulator Room Heater with 3 Heat Settings (Slate Grey & Bl...,Home & Kitchen,1,US,1,31.2,9.33,9.33,15,468.0,93.3,19.9,4.1,63,1,8,Amazon FBA,0,0,https://www.amazon.in/Crompton-Delight-Circulator-Heater-Settings/dp/B08MVXPTDG/ref=sr_1_311?qid=1672923607&s=kitchen&sr=1-311,https://m.media-amazon.com/images/I/31vL9-jaaJL._SX300_SY300_QL70_FMwebp_.jpg
B0BMZ6SY89,!!HANEUL!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!HN-2500!!Made in In...,Home & Kitchen,1,EU,2,9.99,2.06,2.06,15,149.85,43.65,29.1,3.4,15,2,7,Amazon FBA,0,0,https://www.amazon.in/HANEUL-2000-Watt-Heater-HN-2500-Thermoset/dp/B0BMZ6SY89/ref=sr_1_312?qid=1672923607&s=kitchen&sr=1-312,https://m.media-amazon.com/images/I/41OZjIUftuL._SX300_SY300_QL70_FMwebp_.jpg
B09P1MFKG1,Melbon VM-905 2000-Watt Room Heater (ISI Certified; White Color) Ideal Electric Fan Hea...,Home & Kitchen,1,UK,3,9.5,1.76,1.76,15,142.5,42.75,30.0,4.6,9,4,9,Amazon FBA,0,0,https://www.amazon.in/Melbon-Blower-Heater-2000-Watt-White/dp/B09P1MFKG1/ref=sr_1_313?qid=1672923607&s=kitchen&sr=1-313,https://m.media-amazon.com/images/I/41xLjSyJtYL._SX300_SY300_QL70_FMwebp_.jpg
B01LY9W8AF,Cello Eliza Plastic Laundry Bag/Basket; 50 litres; Light Grey,Home & Kitchen,1,UAE,4,44.16,15.27,15.27,165,7286.4,292.05,4.0,4.2,7274,5,8,Amazon FBA,0,0,https://www.amazon.in/Plastic-Laundry-Basket-Light-Grey/dp/B01LY9W8AF/ref=sr_1_314?qid=1672923607&s=kitchen&sr=1-314,https://m.media-amazon.com/images/I/51CyJ9dUiWL._SX300_SY300_QL70_FMwebp_.jpg
B07ZJND9B9,ACTIVA 1200 MM HIGH SPEED 390 RPM BEE APPROVED 5 STAR RATED APSRA CEILING FAN BROWN 2 Y...,Home & Kitchen,1,IN,0,1099.0,409.34,409.34,104,114296.0,19595.68,17.1,3.9,5911,3,7,Amazon FBA,1,1,https://www.amazon.in/ACTIVA-APSRA-Approved-Ceiling-Warranty/dp/B07ZJND9B9/ref=sr_1_315?qid=1672923607&s=kitchen&sr=1-315,https://m.media-amazon.com/images/I/31hXo964hqL._SY300_SX300_QL70_FMwebp_.jpg
B0B2CWRDB1,Shakti Technology S5 High Pressure Car Washer Machine 1900 Watts and Pressure 125 Bar w...,Home & Kitchen,1,US,1,72.28,24.52,24.52,20,1445.6,381.0,26.4,4.2,170,1,8,Amazon FBA,0,0,https://www.amazon.in/Shakti-Technology-S5-Pressure-Machine/dp/B0B2CWRDB1/ref=sr_1_316?qid=1672923607&s=kitchen&sr=1-316,https://m.media-amazon.com/images/I/51RQbF6ZuLL._SX300_SY300_QL70_FMwebp_.jpg
B072NCN9M4,AMERICAN MICRONIC- Imported Wet & Dry Vacuum Cleaner; 21 Litre Stainless Steel with Blo...,Home & Kitchen,1,EU,2,98.73,32.5,32.5,90,8885.7,1343.7,15.1,4.2,3065,3,8,Amazon FBA,0,0,https://www.amazon.in/American-Micronic-AMI-VCD21-1600WDx-Wet-1600Watts-21-litres-Stainless/dp/B072NCN9M4/ref=sr_1_317?qid=1672923607&s=kitchen&sr=1-317,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41tcKYuBPSL._SX300_SY300_QL70_FMwebp_.jpg
B08SKZ2RMG,Demokrazy New Nova Lint Cum Fuzz Remover for All Woolens Sweaters; Blankets; Jackets Re...,Home & Kitchen,1,UK,3,4.52,1.09,1.09,49,221.48,14.21,6.4,4.1,1021,2,9,Amazon FBA,0,0,https://www.amazon.in/Demokrazy-Remover-Woolens-Sweaters-Blankets/dp/B08SKZ2RMG/ref=sr_1_318?qid=1672923607&s=kitchen&sr=1-318,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41Xg2TPKwyL._SX300_SY300_QL70_FMwebp_.jpg
B0B53DS4TF,Instant Pot Air Fryer; Vortex 2QT; Touch Control Panel; 360° EvenCrisp™ Technology; Use...,Home & Kitchen,1,UAE,4,221.02,64.77,64.77,97,21438.94,8399.23,39.2,4.8,3964,2,10,Amazon FBA,0,0,https://www.amazon.in/Instant-Vortex-2QT-EvenCrispTM-Technology/dp/B0B53DS4TF/ref=sr_1_316?qid=1672923609&s=kitchen&sr=1-316,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/313WfOy8VSL._SX300_SY300_QL70_FMwebp_.jpg
B08BJN4MP3,HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L Water...,Home & Kitchen,1,IN,0,13999.0,4201.35,4201.35,179,2505821.0,838391.25,33.5,4.4,8948,1,8,Amazon FBA,1,1,https://www.amazon.in/HUL-Pureit-Mineral-mounted-Purifier/dp/B08BJN4MP3/ref=sr_1_317?qid=1672923609&s=kitchen&sr=1-317,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41ut+j+REdL._SY300_SX300_.jpg
B0BCYQY9X5,Livpure Glo Star RO+UV+UF+Mineraliser - 7 L Storage Tank; 15 LPH Water Purifier for Hom...,Home & Kitchen,1,US,1,102.4,36.94,36.94,17,1740.8,428.57,24.6,4.3,97,4,9,Amazon FBA,0,0,https://www.amazon.in/Livpure-Glo-Star-RO-Mineraliser/dp/B0BCYQY9X5/ref=sr_1_318?qid=1672923609&s=kitchen&sr=1-318,https://m.media-amazon.com/images/I/319t03ZuOML._SX300_SY300_QL70_FMwebp_.jpg
B009UORDX4,Philips Hi113 1000-Watt Plastic Body Ptfe Coating Dry Iron; Pack of 1,Home & Kitchen,1,EU,2,10.54,3.01,3.01,183,1928.82,-373.32,-19.4,4.3,7223,4,8,Amazon FBA,0,0,https://www.amazon.in/Philips-HI113-1000-Watt-Plastic-Coating/dp/B009UORDX4/ref=sr_1_319?qid=1672923609&s=kitchen&sr=1-319,https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/41EK0QNFSUL._SX300_SY300_QL70_FMwebp_.jpg
B08VGDBF3B,Kuber Industries Round Non Woven Fabric Foldable Laundry Basket|Toy Storage Basket|Clot...,Home & Kitchen,1,UK,3,4.5,0.91,0.91,29,130.5,10.15,7.8,4.0,330,5,7,Amazon FBA,0,0,https://www.amazon.in/Kuber-Industries-Foldable-Laundry-KUBMART11446/dp/B08VGDBF3B/ref=sr_1_320?qid=1672923609&s=kitchen&sr=1-320,https://m.media-amazon.com/images/I/41FQI5F2OiL._SX300_SY300_QL70_FMwebp_.jpg
B012ELCYUG,Preethi MGA-502 0.4-Litre Grind and Store Jar (White); stainless steel; Set of 1,Home & Kitchen,1,UAE,4,28.1,5.69,5.69,139,3905.9,1444.21,37.0,4.3,4570,2,8,Amazon FBA,1,1,https://www.amazon.in/Preethi-MGA-502-0-4-Litre-Grind-Store/dp/B012ELCYUG/ref=sr_1_321?qid=1672923609&s=kitchen&sr=1-321,https://m.media-amazon.com/images/I/414iVhwacbL._SX300_SY300_QL70_FMwebp_.jpg
B07S9M8YTY,Usha Aurora 1000 W Dry Iron with Innovative Tail Light Indicator; Weilburger Soleplate ...,Home & Kitchen,1,IN,0,717.0,272.36,272.36,136,97512.0,15237.44,15.6,4.0,4867,3,8,Amazon FBA,1,1,https://www.amazon.in/Usha-Aurora-Iron-1000-Light/dp/B07S9M8YTY/ref=sr_1_322?qid=1672923609&s=kitchen&sr=1-322,https://m.media-amazon.com/images/I/31W1xfnsOPL._SY300_SX300_QL70_FMwebp_.jpg
B0B19VJXQZ,ECOVACS DEEBOT N8 2-in-1 Robotic Vacuum Cleaner; 2022 New Launch; Most Powerful Suction...,Home & Kitchen,1,US,1,336.14,112.76,112.76,163,54790.82,16420.62,30.0,4.4,5298,1,8,Amazon FBA,1,1,https://www.amazon.in/ECOVACS-Robotic-Powerful-Advanced-Technology/dp/B0B19VJXQZ/ref=sr_1_323?qid=1672923609&s=kitchen&sr=1-323,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31Ly7OehCGL._SX300_SY300_QL70_FMwebp_.jpg
B00SMFPJG0,Kent Gold; Optima; Gold+ Spare Kit,Home & Kitchen,1,EU,2,7.21,1.48,1.48,185,1333.85,305.25,22.9,4.1,7786,3,8,Amazon FBA,1,1,https://www.amazon.in/Kent-Gold-Optima-Spare-Kit/dp/B00SMFPJG0/ref=sr_1_324?qid=1672923609&s=kitchen&sr=1-324,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41emm+fTJmL._SX300_SY300_.jpg
B0BHYLCL19,AVNISH Tap Water Purifier Filter Faucet 6 Layer Carbon Activated Dust Chlorine Remover ...,Home & Kitchen,1,UK,3,4.5,0.89,0.89,15,67.5,5.7,8.4,3.6,37,2,7,Amazon FBA,0,0,https://www.amazon.in/AVNISH-Water-Filter-Layer-Filtration/dp/B0BHYLCL19/ref=sr_1_325?qid=1672923609&s=kitchen&sr=1-325,https://m.media-amazon.com/images/I/41jJsvzPK0L._SY445_SX342_QL70_FMwebp_.jpg
